zip,post_pct_change,pre_pct_change,county,state,2010 Population,area,land_area,density,CBSA,MsaName,MetroShort,2019 Population,MOE_2019,wfh_wage,wfh_emp,estab_count,density2019,lat,lon,cbd_lon,cbd_lat,dist_to_cbd,pp_growth
1876,22.308591485686495,0.04652923804903087,017,25,28667,20.817373359073358,20.45605945945946,1401.3940493677812,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30878,130,0.43711457093411504,0.39146823222987304,1313,1509.4793824389837,42.611801,-71.227571,-71.058701,42.3549,31781.18517139148,22.262062247637463
1880,17.892574753811065,6.424274410817842,017,25,24733,7.447498455598455,6.907154054054054,3580.7801312153047,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",26720,92,0.45236147027132345,0.4081680235672091,1649,3868.4528810121274,42.501528,-71.0675,-71.058701,42.3549,16338.558532787618,11.468300342993224
1886,29.958128866665,56.08097863013599,017,25,21951,31.368971042471042,30.266968725868725,725.2460660600877,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",24342,42,0.4864425744491646,0.4389510727763303,1148,804.2430750323291,42.585295,-71.439826,-71.058701,42.3549,40461.9869633032,-26.122849763470988
1887,40.972532298463726,23.15808578443479,017,25,22325,17.156864092664094,16.977559845559846,1314.9710678733773,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",23377,45,0.44793132985664164,0.40354185198935966,1569,1376.935214050434,42.564647,-71.164516,-71.058701,42.3549,24913.67769702538,17.814446514028937
1890,23.325251565143844,4.573905743324497,017,25,21382,6.345162548262548,6.029087644787645,3546.4735727445395,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",22738,35,0.5064698343449818,0.46343459726705843,990,3771.383224070028,42.452752,-71.144319,-71.058701,42.3549,12968.568780455482,18.75134582181935
1901,7.473162356795609,51.012456579884415,009,25,1689,0.27415945945945946,0.24761389961389962,6821.103349341982,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",2135,469,0.3451229778480281,0.2992739974932272,459,8622.294642300256,42.460711,-70.946073,-71.058701,42.3549,14981.30913877989,-43.5392942230888
1905,92.95024843965537,98.95931605253034,009,25,25251,4.021042084942085,3.5595926640926643,7093.789200859714,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",24580,922,0.35783676794652214,0.3089986014988407,646,6905.284486045375,42.465998,-70.975792,-71.058701,42.3549,14120.456665272442,-6.009067612874972
1906,31.086860826495,26.22673737285231,009,25,26660,11.806734362934362,10.800521235521236,2468.399387273959,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",28222,42,0.3977982661032025,0.3556517534755778,1441,2613.022037045974,42.468432,-71.013946,-71.058701,42.3549,13162.73856141094,4.860123453642689
1907,31.785871144449313,-0.39958312326019413,009,25,14027,3.463808108108108,3.036380694980695,4619.644705022465,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",15278,187,0.43295030324855566,0.3947229422219888,537,5031.648378365525,42.474287,-70.905908,-71.058701,42.3549,18284.240852976494,32.18545426770951
1913,83.22744863702518,24.273674660087472,009,25,16283,13.724586486486487,12.262992664092664,1327.8161739163672,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17434,46,0.4143755319645034,0.37067902533850755,708,1421.6758076557112,42.851284,-70.955837,-71.058701,42.3549,55896.30621660661,58.953773976937704
1915,34.28813414745054,12.07166984164762,009,25,39502,16.62141081081081,15.093179922779923,2617.2085804383864,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",41885,25,0.43809020097344503,0.40070189851946564,2369,2775.094460828865,42.570269,-70.866996,-71.058701,42.3549,28681.68808962317,22.216464305802923
1923,25.808077233041228,9.577088896739665,009,25,26342,14.109376447876448,13.202533976833976,1995.2230417449698,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",27406,44,0.4109851645434476,0.36797495124345075,2033,2075.8136315413653,42.574174,-70.950516,-71.058701,42.3549,25975.946363468993,16.230988336301564
1930,68.69683116037092,184.1243236929974,009,25,28789,31.590664864864866,26.19591698841699,1098.9880603427468,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",30162,26,0.39955455101766024,0.3536935564074585,1540,1151.40080850526,42.61991,-70.681824,-71.058701,42.3549,42748.50603573212,-115.42749253262647
1938,68.56095077547283,18.020480679969143,009,25,13175,35.810092664092664,30.431360231660232,432.9415412161882,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13963,25,0.4309457985842849,0.3874064936267733,629,458.83588159405207,42.68386,-70.842664,-71.058701,42.3549,40683.969809866525,50.54047009550369
1940,56.10184353350495,12.390666738199595,009,25,12108,11.208995366795367,10.548430115830115,1147.8485297854347,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",13474,213,0.4396204823015706,0.3963005044537974,679,1277.34647260728,42.534118,-71.038574,-71.058701,42.3549,20018.848380560135,43.71117679530535
1945,120.61145574873902,3.1101854174195904,009,25,19808,7.689747876447877,4.386314671814672,4515.863881650148,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",20500,40,0.4407476799021335,0.3990664046870291,1017,4673.627300778879,42.501835,-70.859126,-71.058701,42.3549,23161.477112632958,117.50127033131943
1950,35.143664604181836,14.7713282897527,009,25,17416,10.65916447876448,8.348066409266409,2086.231606958484,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",18077,30,0.4288934122526573,0.3865308678221357,1391,2165.411619142657,42.812358,-70.891095000000007,-71.058701,42.3549,52744.385211366694,20.372336314429134
1960,13.989958455883253,197.98018532304056,009,25,50944,16.561284942084942,15.997102316602316,3184.5767434473837,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",52628,168,0.39681995681137494,0.3532206065542437,2735,3289.8458082237144,42.534202,-70.969734,-71.058701,42.3549,21255.701828683035,-183.9902268671573
1970,30.894762019048617,10.461365132843627,009,25,41109,13.591002316602317,8.108971042471042,5069.570452858946,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",43033,158,0.4037864568331421,0.3634044512998267,2170,5306.838534089348,42.524435,-70.870859,-71.058701,42.3549,24378.46171671662,20.43339688620499
2019,101.58016190631483,129.98997950475473,021,25,16332,18.898656756756758,18.348734749034747,890.0886204624633,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17108,29,0.4293907233015058,0.3808366917698935,674,932.3803648586714,42.076682,-71.47449,-71.058701,42.3549,46198.57267328985,-28.4098175984399
2021,23.622919113910523,9.380579757751597,021,25,21561,19.612791505791506,18.796464864864866,1147.077397532486,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",23369,66,0.4487647395992335,0.408416047361211,1735,1243.2656974600743,42.175737,-71.125385,-71.058701,42.3549,20687.064203632395,14.242339356158926
2026,15.931484109014143,16.663716116655895,021,25,24711,10.644858301158301,10.244120077220078,2412.2130367204522,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",25265,57,0.4413729371319973,0.40529509871716685,1710,2466.2928401417275,42.246872,-71.179462,-71.058701,42.3549,15603.65161133807,-0.7322320076417519
2035,30.246466619879936,5.4181453864928715,021,25,16865,20.849170656370656,19.847940926640927,849.7103081036951,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",17727,28,0.44983304680160474,0.406083169429896,1104,893.140505885218,42.061338,-71.245802,-71.058701,42.3549,36137.70534827847,24.828321233387065
2038,27.601202943027808,16.380692863671552,021,25,31635,27.026859073359073,26.62600772200772,1188.1240451174397,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",33256,36,0.45256060485016875,0.40828214201946117,1527,1249.0043699834227,42.084858,-71.410571,-71.058701,42.3549,41774.72623479036,11.220510079356256
2043,24.96780664287042,20.95702233800741,023,25,22157,23.024306177606178,22.146807335907337,1000.4602317588295,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",23652,22,0.49271316856793507,0.446901595615414,1588,1067.964318344534,42.216098,-70.88127,-71.058701,42.3549,21266.42824757183,4.010784304863012
2045,199.44209504622728,94.45527431817332,023,25,10293,8.155208108108107,2.6580328185328184,3872.4126836332794,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",10455,24,0.42718618586885476,0.38795796477708205,239,3933.360012375977,42.292253,-70.923919,-71.058701,42.3549,13103.153927709249,104.98682072805396
2048,28.80855201067634,17.013414024878028,005,25,23184,20.421510810810812,20.092743243243245,1153.849413160459,39300,"Providence-Warwick, RI-MA Metro Area","Providence, RI",23947,30,0.4241293553294484,0.3810067586153629,1054,1191.823321987298,42.0173,-71.2173,-71.413696,41.824001,26974.97537091372,11.795137985798313
2050,72.33833513086302,21.19304929391514,023,25,25429,33.28630656370656,29.07803667953668,874.5088356634254,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",26222,285,0.414689653633468,0.374482660511383,905,901.7802779805081,42.115139,-70.710331,-71.058701,42.3549,39201.743051054335,51.14528583694788
2062,63.86090530186984,17.83224977272883,021,25,28602,10.520477606177606,10.358319305019306,2761.258767736615,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",29306,31,0.4504528329534232,0.4116716763256468,2297,2829.223461551264,42.18736,-71.195955,-71.058701,42.3549,21809.76995485389,46.02865552914101
2067,24.581191803317708,5.830603029628252,021,25,17486,23.626375675675675,22.672127027027027,771.2553823977458,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",18508,45,0.4897387720379239,0.45118757162874445,638,816.3327586307606,42.107782,-71.181771,-71.058701,42.3549,29319.772998932127,18.750588773689458
2072,49.06395546844259,18.460163794601637,021,25,26999,16.46699227799228,16.09275328185328,1677.7116710317657,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",28639,41,0.41282191506498894,0.3718972588212272,1693,1779.6208950953273,42.119006,-71.10365,-71.058701,42.3549,26519.625728353352,30.603791673840956
2081,37.20800722707975,20.863755095017993,021,25,18472,18.47001196911197,17.92253474903475,1030.65778689562,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",19904,628,0.4613333326874354,0.4221437872830836,1044,1110.5571995653106,42.146227,-71.270378,-71.058701,42.3549,29048.7862759158,16.344252132061754
2090,27.20984431858991,26.269748729383686,021,25,14636,11.180050965250965,10.894186872586873,1343.4687848827598,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",16154,40,0.48716404590459705,0.4503995663971837,854,1482.8091521587935,42.219645,-71.216769,-71.058701,42.3549,19903.424394183723,0.9400955892062228
2093,36.831940975798716,84.70339838260823,021,25,10955,22.611309266409265,21.706115057915056,504.6964862560838,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",11823,39,0.43845695714227645,0.39374317279227244,744,544.6852174354796,42.052671,-71.356858,-71.058701,42.3549,41670.13179331597,-47.87145740680951
2108,5.782250727138825,10.118740801078127,025,25,3825,0.1370023166023166,0.1370023166023166,27919.23592871073,14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA",4454,479,0.5335772521739932,0.49252002815412144,2137,32510.39917032094,42.357767,-71.064848,-71.058701,42.3549,597.9574284522591,-4.336490073939302
