MetroShort,post_pct_change,pre_pct_change,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState
"Fargo, ND",4.252334692889258,0.9527095221666748,214912,246561,3868.4236884169886,3841.211174903475,11787,55.94901977900251,64.1883480947115,22020,"Fargo, ND-MN",Fargo,ND-MN,0.31624398,0.4031021,0.37319818,0.4489179,ND
"Farmington, NM",8.703879565612,13.546764306642725,137444,134299,4865.697571428572,4852.1095880308885,4274,28.326647926305046,27.6784762510902,22140,"Farmington, NM",Farmington,NM,0.21131162,0.22925924,0.26555133,0.27353746,NM
"Fayetteville, AR",11.61751226103966,5.326487469133101,504965,578370,3930.3961590733593,3875.9696764478763,22022,130.28094700234448,149.21943365925554,22220,"Fayetteville-Springdale-Rogers, AR-MO",Fayetteville-Springdale-Rogers,AR-MO,0.30760106,0.43046272,0.36532432,0.48063016,AR
"Fayetteville, NC",10.01565598580524,3.393163762053926,421684,442547,1395.8708961389962,1387.9954752895753,11115,303.8079068031722,318.8389356295791,22180,"Fayetteville, NC",Fayetteville,NC,0.26853907,0.34321123,0.32274923,0.3869625,NC
"Flagstaff, AZ",14.027555349087399,3.7840893563779483,163882,171345,18971.131327027026,18924.213684942086,7504,8.659910669387557,9.054273157797752,22380,"Flagstaff, AZ",Flagstaff,AZ,0.25301144,0.32890993,0.30860171,0.38721773,AZ
"Flint, MI",13.755579737502499,6.368423642895812,329449,313332,672.7664416988417,666.535022007722,9143,494.2711022260181,470.0908274199731,22420,"Flint, MI",Flint,MI,0.2535544,0.295344,0.30078515,0.34073025,MI
"Florence, AL",7.826914424726966,2.930479934411066,174142,173333,1749.2547907335907,1645.797671814672,5700,105.81009013579987,105.3185351811085,22520,"Florence-Muscle Shoals, AL",Florence-Muscle Shoals,AL,0.21173815000000001,0.24818482,0.25456104,0.28966284,AL
"Florence, SC",5.957589232350761,2.6928823830552355,223655,222942,1884.154477992278,1871.0005467181468,6927,119.53764545515767,119.15656592995356,22500,"Florence, SC",Florence,SC,0.2301451,0.28915721,0.27805755,0.33905542,SC
"Fond du Lac, WI",8.610105830183825,4.457264026673616,103089,103450,755.2512293436293,742.4385455598456,3461,138.85189638458814,139.338131915002,22540,"Fond du Lac, WI",Fond du Lac,WI,0.23395444,0.32058883,0.277311,0.35256261,WI
"Fort Collins, CO",7.369527253962437,2.0348242989612175,328439,385875,2969.0152227799226,2927.564047104247,21866,112.1884934762982,131.80753479387823,22660,"Fort Collins, CO",Fort Collins,CO,0.31340542,0.40065864,0.36465126,0.43932381,CO
"Fort Smith, AR",5.138501058648699,4.163930059202579,325339,326398,5254.408638223938,5124.573796911197,9272,63.4860600887621,63.692711420554474,22900,"Fort Smith, AR-OK",Fort Smith,AR-OK,0.23027444,0.29224509,0.28420717,0.34204745,AR
"Fort Wayne, IN",10.93908065829406,6.928259900889831,458675,472983,1737.200613899614,1724.1105756756756,18888,266.03572095150923,274.3344926207177,23060,"Fort Wayne, IN",Fort Wayne,IN,0.26707259,0.35065696,0.31005374,0.38711464,IN
"Fresno, CA",11.825276447909165,3.377127189005929,972978,1029512,5513.636759459459,5461.08082007722,30022,178.16583054821774,188.51799376692665,23420,"Fresno, CA",Fresno,CA,0.27334729,0.32261312,0.31901005,0.36268142,CA
"Gadsden, AL",2.606077473875971,5.051646647567482,79449,78623,316.96577065637064,304.45214864864863,2569,260.95726488594335,258.2441948561659,23460,"Gadsden, AL",Gadsden,AL,0.15603113,0.20541665,0.20780501,0.25658065,AL
"Gainesville, FL",8.064174697788424,5.200528867342442,288931,308124,1759.8172806949806,1646.787650965251,11180,175.4512792409182,187.10609095191822,23540,"Gainesville, FL",Gainesville,FL,0.2845985,0.3522273,0.33674473,0.40272713,FL
"Gainesville, GA",9.728544933400777,3.301499336225773,144646,160204,389.0756814671815,370.7327725868726,6073,390.1624315290485,432.1279688389564,23580,"Gainesville, GA",Gainesville,GA,0.24043915,0.31962284,0.2779603,0.35922897,GA
"Gettysburg, PA",6.397880990189038,3.1466992383300876,164216,167950,676.0050324324324,671.1864409266409,5454,244.66525243460396,250.2285352608256,23900,"Gettysburg, PA",Gettysburg,PA,0.18949597,0.22260477,0.24415767,0.28459516,PA
"Glens Falls, NY",5.918645526938804,2.175264968625473,122495,119499,1779.5490741312742,1742.9714764478765,4647,70.27940597722295,68.56050234599098,24020,"Glens Falls, NY",Glens Falls,NY,0.25983703,0.28079259,0.31260541,0.3201665,NY
"Goldsboro, NC",9.651887952891729,3.146827720559249,171053,171968,1130.7139961389962,1121.5744988416989,4142,152.51149181499244,153.3273092225253,24140,"Goldsboro, NC",Goldsboro,NC,0.17673251,0.24385422,0.24402,0.3230302,NC
"Grand Forks, ND",1.07754723542367,1.5881742104941663,116677,119992,5499.391243629344,5443.5177969111965,4254,21.434117486711585,22.043098686677723,24220,"Grand Forks, ND-MN",Grand Forks,ND-MN,0.25476736,0.30653515,0.31076932,0.35273299,ND
"Grand Island, NE",4.487640275888291,3.9127727400871772,76665,79392,2115.9066598455597,2089.528328185328,3526,36.69009841401887,37.9951776336762,24260,"Grand Island, NE",Grand Island,NE,0.2546168,0.28672221,0.31317815,0.3432382,NE
"Grand Junction, CO",8.798462163856717,7.246317283097777,146821,151297,4325.9761277992275,4313.779901158301,7589,34.03534796955608,35.07295306359394,24300,"Grand Junction, CO",Grand Junction,CO,0.25019151,0.28229931,0.30533361,0.34326184,CO
"Grand Rapids, MI",10.391946919462933,6.107081519260743,799143,843684,3355.3126586872586,3237.4029042471043,32208,246.84693985775306,260.60519031881466,24340,"Grand Rapids-Wyoming, MI",Grand Rapids-Wyoming,MI,0.26677683,0.3491981,0.29494813,0.37401992,MI
"Grants Pass, OR",13.960086104010788,2.729958683626167,84366,87835,1210.0370525096525,1207.6320745173746,3476,69.86068172602698,72.73324537616551,24420,"Grants Pass, OR",Grants Pass,OR,0.23359375,0.26199165,0.27741706,0.3132793,OR
"Great Falls, MT",8.987695190803024,3.2934768302436948,82176,82469,3154.4965177606177,3140.4205733590734,4014,26.167195788079578,26.260495393389004,24500,"Great Falls, MT",Great Falls,MT,0.27092353,0.29660368,0.35510203,0.37385404,MT
"Greeley, CO",6.746648763455486,2.069985986100926,178559,204482,3200.3543567567567,3188.1280687258686,6676,56.007474025772396,64.13857774594386,24540,"Greeley, CO",Greeley,CO,0.25570545,0.30535832,0.31712717,0.35681316,CO
"Green Bay, WI",10.781933466954078,5.159297478302467,248368,251664,2583.868746332046,2523.537772200772,9665,98.4205597142296,99.72666261322665,24580,"Green Bay, WI",Green Bay,WI,0.30152082,0.36587563,0.34536955,0.40876964,WI
"Greensboro, NC",11.96530686736308,6.400366316673132,874876,918756,2653.624923938224,2614.839396138996,35624,334.5811606218796,351.36230598200837,24660,"Greensboro-High Point, NC",Greensboro-High Point,NC,0.2749936,0.37066185,0.31997371,0.40691423,NC
"Greenville, NC",9.228160603538045,4.5329398901345,253411,260689,1595.0684536679537,1577.4902837837838,8477,160.64187691360348,165.25553449033538,24780,"Greenville, NC",Greenville,NC,0.23758149,0.31928006,0.28743246,0.36353299,NC
"Greenville, SC",8.57374873188114,4.2618371409705365,606516,665430,2280.4360544401543,2239.4767115830114,28803,270.82934011458156,297.13637858266884,24860,"Greenville-Anderson-Mauldin, SC",Greenville-Anderson-Mauldin,SC,0.27526933,0.36425245,0.31149352,0.38449478,SC
"Gulfport, MS",7.728650292349921,4.6411271929507,341875,363532,2917.280984169884,2875.725288030888,9957,118.88305236349403,126.4140220601264,25060,"Gulfport-Biloxi-Pascagoula, MS",Gulfport-Biloxi-Pascagoula,MS,0.24150307,0.29286602,0.29836509,0.33133119,MS
"Hagerstown, MD",10.464375346492973,3.4394806952047268,301559,317007,1244.3227146718148,1232.0228621621623,9223,244.7673734485521,257.3061018069603,25180,"Hagerstown-Martinsburg, MD-WV",Hagerstown-Martinsburg,MD-WV,0.25126317,0.3052913,0.30157906,0.35840461,MD
"Hammond, LA",0.2852706460116275,4.1024442448919345,114602,128331,597.7801571428571,591.2874444015443,5524,193.81774648705982,217.03657200075804,25220,"Hammond, LA",Hammond,LA,0.21578415,0.25823435,0.27938116,0.31624508,LA
"Hanford, CA",11.795471532898539,4.2558838386000355,153050,150839,744.4733482625483,743.2058725868726,2630,205.93217255843217,202.95722297642175,25260,"Hanford-Corcoran, CA",Hanford-Corcoran,CA,0.23970826,0.24923512,0.29033211,0.29712373,CA
"Harrisburg, PA",8.694063836772173,3.147476357231227,588886,612117,1709.8591254826256,1664.0935992277991,23692,353.8779310690606,367.83808331697503,25420,"Harrisburg-Carlisle, PA",Harrisburg-Carlisle,PA,0.32349467,0.42247415,0.38510406,0.48745069,PA
"Harrisonburg, VA",5.548016040983929,3.7973149420661363,141480,150126,1027.7707305019305,1021.9519196911197,5164,138.4409552679951,146.9012358677059,25500,"Harrisonburg, VA",Harrisonburg,VA,0.24718574,0.27414089,0.29589379,0.3294217,VA
"Hartford, CT",10.471677241958844,0.7423583365659724,1278432,1272609,1682.2326810810812,1637.4277305019305,49641,780.7562899940107,777.2001025107224,73450,"Hartford-West Hartford-East Hartford, CT",Hartford-West Hartford-East Hartford,CT,0.37761199,0.48062438,0.43547434,0.53337711,CT
"Hattiesburg, MS",2.6662491789218605,3.5892736127643583,160553,165130,2041.8908567567566,2027.3372718146718,6372,79.1940256967154,81.45166682216224,25620,"Hattiesburg, MS",Hattiesburg,MS,0.25052422,0.28351903,0.29468331,0.33258033,MS
"Hickory, NC",7.610100107473645,5.837133887159081,413056,419868,2127.6532177606177,2085.2252424710423,14220,198.08699395491618,201.3537873263256,25860,"Hickory-Lenoir-Morganton, NC",Hickory-Lenoir-Morganton,NC,0.20109774,0.25540525,0.23653851,0.28725985,NC
"Hilton Head Island, SC",6.329743461838884,2.592484388694556,197061,223555,1811.2546193050193,1613.301303088803,10530,122.14767298750078,138.56989985192777,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Hilton Head Island-Bluffton-Beaufort,SC,0.20242214,0.27150485,0.25485301,0.31991374,SC
"Hinesville, GA",3.2574725538905365,0.6148817731474389,86929,88937,790.7806942084942,762.4448216216216,1562,114.01349649816396,116.64712970420928,25980,"Hinesville, GA",Hinesville,GA,0.26628107,0.28784162,0.30540857,0.33450833,GA
"Homosassa Springs, FL",14.143319638136084,3.9974178775440605,143748,147988,740.1842362934364,627.2938752895753,4290,229.15575245118112,235.91494486007034,26140,"Homosassa Springs, FL",Homosassa Springs,FL,0.18439174,0.24195179,0.2568717,0.30597329,FL
"Hot Springs, AR",11.262417680544704,4.5388564823526245,104616,108007,905.6189451737451,846.6664915057916,4831,123.56223028732487,127.5673492261518,26300,"Hot Springs, AR",Hot Springs,AR,0.200555,0.22875041,0.24058945,0.27375662,AR
"Houma, LA",-7.92757403713365,9.394006823913365,213127,214029,2400.18112972973,1693.0811011583012,7001,125.88115232884692,126.41390885148657,26380,"Houma-Thibodaux, LA",Houma-Thibodaux,LA,0.2191426,0.26602289,0.26925623,0.30297536,LA
"Houston, TX",7.7384248044847395,2.0795446279188186,5971020,6939730,9343.713745173745,8964.50764092664,256058,666.073390661173,774.1339823636602,26420,"Houston-The Woodlands-Sugar Land, TX",Houston-The Woodlands-Sugar Land,TX,0.31743258,0.42440853,0.37326643,0.48016521,TX
"Huntington, WV",3.502116274790142,3.133566822434465,317931,305066,2283.0938212355213,2249.4186965250965,8239,141.3391826480059,135.61992725999218,26580,"Huntington-Ashland, WV-KY-OH",Huntington-Ashland,WV-KY-OH,0.23073733,0.26508439,0.28295794,0.3069582,WV
"Huntsville, AL",13.126725860207372,8.045683293786341,404830,444494,1296.3304687258687,1240.995449034749,16164,326.21392795185375,358.1753666749778,26620,"Huntsville, AL",Huntsville,AL,0.40514109,0.5850355,0.41486892,0.56752485,AL
"Idaho Falls, ID",14.505842651922087,10.550489987217725,104866,118535,2189.297607722008,2143.3976857142857,5393,48.925125140766156,55.30238312284932,26820,"Idaho Falls, ID",Idaho Falls,ID,0.32024261,0.3837491,0.34894282,0.40118551,ID
"Indianapolis, IN",11.511971551948232,4.708429838146011,1665959,1798936,3390.065162934363,3361.9594335907336,74276,495.5321540631072,535.08557599657,26900,"Indianapolis-Carmel-Anderson, IN",Indianapolis-Carmel-Anderson,IN,0.31272539,0.4090918,0.35959107,0.45413646,IN
"Iowa City, IA",1.071578681052318,2.032794086869311,172151,190353,1717.952828957529,1704.6243606177607,7127,100.99057832167317,111.66859068646393,26980,"Iowa City, IA",Iowa City,IA,0.29008862,0.35104591,0.36121973,0.42972472,IA
"Ithaca, NY",6.05876727236751,-0.053492420396025246,88644,88822,358.400294980695,356.72360154440156,3742,248.49491207260766,248.99389783982176,27060,"Ithaca, NY",Ithaca,NY,0.3544502,0.45513558,0.41638419,0.49601236,NY
"Jackson, MI",11.194822969917343,4.222339717896676,168990,167233,758.4103455598456,742.336098069498,4601,227.64621098107915,225.279358547836,27100,"Jackson, MI",Jackson,MI,0.29569119,0.40103766,0.32452288,0.42001873,MI
"Jackson, MS",7.030841960064818,3.0694646053243515,577976,588211,5051.706322393822,5014.297587644788,21740,115.26559600773015,117.30675926561476,27140,"Jackson, MS",Jackson,MS,0.29780158,0.36943841,0.35386786,0.42772666,MS
"Jackson, TN",10.576614107444609,6.7452261887078935,138517,138824,1321.695922007722,1314.7548652509652,5448,105.35576148908898,105.58926509353573,27180,"Jackson, TN",Jackson,TN,0.23080856,0.26938289,0.30233216,0.32931677,TN
"Jacksonville, FL",9.674430836725302,4.051187737499439,1365245,1521415,3268.7173586872586,3058.3247305019304,70362,446.4028905707265,497.4667944271262,27260,"Jacksonville, FL",Jacksonville,FL,0.31392929,0.40762556,0.36613652,0.46043634,FL
"Jacksonville, NC",5.685050905394893,6.732192372517866,205229,225922,1043.482050965251,998.7653899613899,5571,205.48269099306066,226.20127035913174,27340,"Jacksonville, NC",Jacksonville,NC,0.22761485,0.27445671,0.25546068,0.3171832,NC
"Janesville, WI",11.518793976962412,6.254739783849721,231978,234950,1234.9064231660232,1200.238267953668,7832,193.27662364532682,195.75279865103388,27500,"Janesville-Beloit, WI",Janesville-Beloit,WI,0.27125108,0.31709501,0.30562428,0.35030547,WI
"Jefferson City, MO",8.063065351410632,2.204347620771616,173722,174557,3237.72916988417,3197.064833976834,5640,54.33796592229471,54.59914298418161,27620,"Jefferson City, MO",Jefferson City,MO,0.34570253,0.42167452,0.40289593,0.46687266,MO
"Johnson City, TN",7.55694659667906,3.9485513431760424,213460,216633,919.8857467181467,901.5819023166023,6944,236.76162914485914,240.28099881260314,27740,"Johnson City, TN",Johnson City,TN,0.25007829,0.307318,0.30309084,0.36187345,TN
"Johnstown, PA",11.246616662434269,4.442416964639112,133572,123635,601.7011803088803,596.4048528957529,4065,223.96196032185435,207.3004594105985,27780,"Johnstown, PA",Johnstown,PA,0.2651937,0.31610015,0.32499018,0.36932415,PA
"Jonesboro, AR",5.391578846203606,5.5542758084856345,156370,169757,1828.1869833976834,1815.6966853281854,5852,86.12121245996342,93.4941399473429,27860,"Jonesboro, AR",Jonesboro,AR,0.21591391,0.25361294,0.27824724,0.31688547,AR
"Joplin, MO",7.148646576462771,5.344550098354028,151456,153300,1288.0732806949807,1282.197047104247,5472,118.12224988511153,119.56040637140555,27900,"Joplin, MO",Joplin,MO,0.22722319,0.2663022,0.2768456,0.29780418,MO
"Kahului, HI",4.912923175477609,1.9478684763256704,154834,165971,1173.618174903475,1057.8213548262547,8105,146.37065067138033,156.8988934121683,27980,"Kahului-Wailuku-Lahaina, HI",Kahului-Wailuku-Lahaina,HI,0.19003266,0.22623667,0.2265799,0.25643194,HI
"Kalamazoo, MI",9.547620322287061,5.301246537396122,353652,362177,1223.1535258687259,1183.9034046332047,11617,298.71693806773703,305.9176944526223,28020,"Kalamazoo-Portage, MI",Kalamazoo-Portage,MI,0.27961016,0.35184675,0.32143331,0.38785452,MI
"Kankakee, IL",6.553654570380623,4.237914619907283,98027,95939,516.896733976834,512.4626853281853,3163,191.28612249538267,187.21167949732745,28100,"Kankakee, IL",Kankakee,IL,0.21985066,0.25413939,0.27724481,0.29689351,IL
"Kansas City, MO",11.06831506271267,3.696730634271471,2134909,2250731,9722.363322007723,9577.907863320463,91200,222.89930436435324,234.9919243449183,28140,"Kansas City, MO-KS",Kansas City,MO-KS,0.34792081,0.4454512,0.39479804,0.48864263,MO
"Kennewick, WA",5.9394603663483645,8.732505680508448,306508,345468,3927.7993285714283,3838.6553613899614,12633,79.84775165880343,89.99713896558494,28420,"Kennewick-Richland, WA",Kennewick-Richland,WA,0.27111742,0.33908379,0.31663498,0.35940728,WA
"Killeen, TX",10.150957711367893,5.843218928112085,433621,473774,4183.372983783784,4132.20367992278,10946,104.93698607037281,114.65407726679474,28660,"Killeen-Temple, TX",Killeen-Temple,TX,0.30000001,0.33442914,0.36031473,0.38821179,TX
"Kingsport, TN",8.29934448809766,4.423947000917058,317710,312277,2536.071245173745,2500.129338996139,8795,127.07742557333778,124.90433799932391,28700,"Kingsport-Bristol-Bristol, TN-VA",Kingsport-Bristol-Bristol,TN-VA,0.24874286,0.32238421,0.28158811,0.34237808,TN
"Kingston, NY",21.019806845422153,3.7624116190622052,212549,208534,1448.6674945945945,1434.4747555984557,8144,148.17200454066244,145.37307065609576,28740,"Kingston, NY",Kingston,NY,0.27460095,0.30111599,0.33760926,0.35644352,NY
"Knoxville, TN",12.020411395022892,6.250777976017592,689520,730450,2233.630062162162,2146.718705405405,25844,321.19718259490594,340.26349058250526,28940,"Knoxville, TN",Knoxville,TN,0.29700688,0.38854551,0.34945592,0.42547292,TN
"Kokomo, IN",7.614548430618637,6.534787828174748,102310,102569,609.5957096525096,608.5778976833977,3518,168.11323643111507,168.5388187616366,29020,"Kokomo, IN",Kokomo,IN,0.22189923,0.2752988,0.23751345,0.26009741,IN
"La Crosse, WI",7.038481792339581,4.373133144775449,173852,177641,1857.1404548262549,1825.4288575289575,6522,95.23898961219425,97.31466623162115,29100,"La Crosse-Onalaska, WI-MN",La Crosse-Onalaska,WI-MN,0.28367144,0.34944367,0.32613766,0.37473899,WI
"Lafayette, LA",4.5333728937185525,2.461768952259609,276241,286260,763.1015934362935,709.6374138996139,16551,389.27062551845296,403.38910321390506,29180,"Lafayette, LA",Lafayette,LA,0.24472776,0.31087083,0.30385208,0.36816373,LA
"Lake Charles, LA",-1.6105522509494554,1.5068532513433521,184861,193944,2360.8574416988417,1968.361418146718,7547,93.91618749266746,98.5306855803977,29340,"Lake Charles, LA",Lake Charles,LA,0.21407752,0.29567829,0.25688434,0.32198793,LA
"Lake Havasu City, AZ",14.417012479213795,7.164642112810607,199445,206989,11692.248076447877,11543.249196911196,6090,17.278064139286585,17.931606298111213,29420,"Lake Havasu City-Kingman, AZ",Lake Havasu City-Kingman,AZ,0.2123618,0.24755459,0.27205974,0.30285826,AZ
"Lakeland, FL",9.451981564157022,4.687641460872085,653078,749342,2396.184496138996,2187.624720849421,21300,298.5329219293243,342.5368130366721,29460,"Lakeland-Winter Haven, FL",Lakeland-Winter Haven,FL,0.26082939,0.3150284,0.31366169,0.36554962,FL
"Lancaster, PA",12.305464641085628,1.0751631333569789,555785,576267,1164.7329030888031,1122.840911969112,22257,494.9810735212051,513.2223041191185,29540,"Lancaster, PA",Lancaster,PA,0.24055651,0.30670777,0.29463229,0.35845444,PA
"Lansing, MI",8.977099583835535,4.663487016428193,364686,376978,800.4866733590734,786.2835891891892,12994,463.809756446859,479.44279288435536,29620,"Lansing-East Lansing, MI",Lansing-East Lansing,MI,0.36431348,0.44880426,0.40994588,0.49284297,MI
"Laredo, TX",1.0733270918294484,6.0939642332238435,252035,274675,2797.7797996138997,2785.459244015444,10242,90.48238653697659,98.61031016344573,29700,"Laredo, TX",Laredo,TX,0.26591164,0.30128995,0.33681896,0.37159777,TX
"Las Cruces, NM",11.706761037549539,-7.003024119595372,189555,195343,2606.097808880309,2602.747166795367,5682,72.82881811120734,75.05262228006423,29740,"Las Cruces, NM",Las Cruces,NM,0.30582881,0.3728475,0.34512526,0.40245411,NM
"Las Vegas, NV",8.428383054608007,0.9889082781921995,1948681,2179948,5332.802737837838,5193.078828957529,84732,375.24579621896146,419.77949339883367,29820,"Las Vegas-Henderson-Paradise, NV",Las Vegas-Henderson-Paradise,NV,0.23964137,0.32357496,0.30407009,0.37342075,NV
"Lawrence, KS",8.594846145384585,4.333905307859697,73018,81421,381.0334042471043,374.7952297297297,2772,194.82104949055605,217.24129215495583,29940,"Lawrence, KS",Lawrence,KS,0.30184817,0.36799163,0.350474,0.40940413,KS
"Lawton, OK",8.327400687508899,2.9768443726440497,136697,133956,2031.9340451737453,2013.9489297297298,3503,67.87510744790565,66.51409974828745,30020,"Lawton, OK",Lawton,OK,0.26654515,0.32688621,0.34411854,0.38242462,OK
"Lebanon, PA",9.932880594726404,3.91353605892326,119648,124676,404.33584362934363,403.4119833976834,3709,296.5900987677182,309.053784049579,30140,"Lebanon, PA",Lebanon,PA,0.20704713,0.2296679,0.25906166,0.28456482,PA
"Lewiston, ID",5.665624730702641,4.642491064596829,65003,66674,1905.4491208494208,1889.2531038610039,2707,34.40671864831426,35.291195162649494,30300,"Lewiston, ID-WA",Lewiston,ID-WA,0.22166246,0.23441455,0.27285117,0.27638942,ID
"Lewiston, ME",12.771975630983464,7.67751897165017,107702,107602,497.118577992278,467.925266023166,4216,230.1692338935763,229.95552455308717,74650,"Lewiston-Auburn, ME",Lewiston-Auburn,ME,0.28531143,0.31519419,0.34115347,0.36540416,ME
"Lexington, KY",9.621106780308216,3.863660911293185,510995,550810,1973.7834478764478,1953.598781853282,22922,261.56599028754744,281.9463265008151,30460,"Lexington-Fayette, KY",Lexington-Fayette,KY,0.26912341,0.34080881,0.30464965,0.36847436,KY
"Lima, OH",12.716781835728334,4.18644090370298,114394,110444,540.5156494208494,535.8039606177606,3573,213.49972827395356,206.12762897956648,30620,"Lima, OH",Lima,OH,0.19525893,0.22071144,0.23502064,0.25246018,OH
"Lincoln, NE",10.503453247447853,3.2565262722052886,317027,345884,1870.8804590733591,1855.8285934362934,15153,170.82773760532797,186.3771262191588,30700,"Lincoln, NE",Lincoln,NE,0.33379105,0.40259266,0.39048916,0.46179909,NE
"Little Rock, AR",7.059223340686035,1.2505128415524738,792847,824858,5606.293541698842,5451.632984169884,33070,145.43293767247727,151.3047562803974,30780,"Little Rock-North Little Rock-Conway, AR",Little Rock-North Little Rock-Conway,AR,0.30751234,0.38509184,0.36560059,0.44196075,AR
"Logan, UT",12.778123660826186,6.97538467589257,127417,139986,1560.3136818532819,1547.0275891891893,6391,82.36246133579323,90.48707403684242,30860,"Logan, UT-ID",Logan,UT-ID,0.33831605,0.37795717,0.3838523,0.41451836,UT
"Longview, TX",-7.974520419159569,-0.17758442172920524,257091,262045,2706.387118146718,2648.9091683397683,9251,97.05542306727509,98.92562687011252,30980,"Longview, TX",Longview,TX,0.25540122,0.30825719,0.31459692,0.36577541,TX
"Longview, WA",11.497814419299507,8.528766749561914,107920,113141,1231.108515057915,1189.7541366795367,3762,90.70781657560946,95.096118191077,31020,"Longview, WA",Longview,WA,0.21785598,0.24812129,0.27162057,0.28629851,WA
"Los Angeles, CA",9.64450097693387,3.556837534627107,12940245,13369661,4814.182311969112,4506.860230888031,707772,2871.232817763744,2966.5133407888366,31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles-Long Beach-Anaheim,CA,0.33373454,0.44738179,0.39088523,0.50535589,CA
"Lubbock, TX",8.98227844871848,-4.89314367054179,277426,298326,3468.8190833976832,3459.0220965250965,11535,80.20359288213271,86.24576301484043,31180,"Lubbock, TX",Lubbock,TX,0.28120643,0.34272766,0.33995634,0.39429203,TX
"Lynchburg, VA",8.834499325691167,3.4052404267901335,271425,281583,2151.5413702702704,2117.5431235521237,10097,128.17920777202005,132.9762765481025,31340,"Lynchburg, VA",Lynchburg,VA,0.25989035,0.3367635,0.30855089,0.37984034,VA
"Macon, GA",8.289627423591527,4.421504248203764,271745,267793,1892.7195204633204,1866.2898895752896,9538,145.6070686113189,143.4894983334778,31420,"Macon, GA",Macon,GA,0.28446573000000003,0.36960289,0.33681262,0.42105669,GA
"Madera, CA",8.013781684074962,5.998654044595989,150515,154931,1688.0031231660232,1679.0699297297297,3013,89.64188884272828,92.2719162893581,31460,"Madera, CA",Madera,CA,0.19255288,0.23905964,0.23706755,0.29431245,CA
"Madison, WI",8.120743815650295,3.7876602373736175,561081,609765,2907.0058420849423,2861.361850965251,26312,196.08879590350486,213.10307180977549,31540,"Madison, WI",Madison,WI,0.38297972,0.46685943,0.42545289,0.512532,WI
"Manchester, NH",13.22223175253557,4.63961202022474,324888,336030,820.7163934362934,805.5758895752896,15033,403.29906121108627,417.13016035914325,74950,"Manchester, NH",Manchester,NH,0.3406758,0.43576771,0.39278284,0.48086736,NH
"Manhattan, KS",3.3855190659967476,2.907728224602467,140829,146377,3054.304927413127,3010.5291517374517,4817,46.77881957021544,48.62168496708367,31740,"Manhattan, KS",Manhattan,KS,0.30176511,0.37239885,0.35826859,0.41768038,KS
"Mankato, MN",7.0054053095697695,2.245792332720985,133080,137049,2010.3664532818532,1955.5846571428572,5449,68.05126002288858,70.08083209255228,31860,"Mankato-North Mankato, MN",Mankato-North Mankato,MN,0.25985584,0.32786039,0.30022326,0.35807416,MN
"Mansfield, OH",7.943047963981326,8.41119389194622,56717,56584,87.06787722007722,86.79526602316602,2436,653.4572978307596,651.9249561940105,31900,"Mansfield, OH",Mansfield,OH,0.20299301,0.23869713,0.24868755,0.28929344,OH
"McAllen, TX",9.405634235846417,5.742490000850991,774680,855176,1474.9778768339768,1462.99586988417,21612,529.51619067888,584.5375353436282,32580,"McAllen-Edinburg-Mission, TX",McAllen-Edinburg-Mission,TX,0.25452441,0.2753647,0.29697475,0.30698913,TX
"Medford, OR",11.677283299826167,0.9610053023645179,201553,214990,1914.0187613899614,1904.0359841698842,11112,105.855667474621,112.91278199961683,32780,"Medford, OR",Medford,OR,0.2583757,0.30176851,0.31357661,0.35080349,OR
"Memphis, TN",11.155999462534151,6.486662966469686,1324563,1348364,4829.027702702702,4710.061937065637,42666,281.21986880393365,286.273093223914,32820,"Memphis, TN-MS-AR",Memphis,TN-MS-AR,0.2602374,0.34014583,0.31813696,0.3973625,TN
"Merced, CA",13.15450261875893,3.0202154921584996,297805,317236,1752.548449034749,1728.0047598455599,6954,172.34038176296244,183.58514245548312,32900,"Merced, CA",Merced,CA,0.24273875,0.27116239,0.29579562,0.33159253,CA
"Miami, FL",8.108296394445848,2.306233339429908,5551913,6074919,2126.531698069498,1995.619615830116,367977,2782.0497232838516,3044.1267222526385,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Miami-Fort Lauderdale-West Palm Beach,FL,0.31448448,0.40740648,0.3670482,0.46962363,FL
"Michigan City, IN",11.015402973825935,3.703001665335301,75185,73349,625.8323467181467,619.039167953668,1921,121.45435037420319,118.48846373076317,33140,"Michigan City-La Porte, IN",Michigan City-La Porte,IN,0.22117449,0.25546363,0.2581183,0.30922475,IN
"Midland, MI",9.504430938930684,2.9001211948385257,120486,119365,792.6018945945946,775.0559428571429,4584,155.45458506626508,154.0082378569687,33220,"Midland, MI",Midland,MI,0.3081646,0.41042456,0.36641955,0.47104606,MI
"Midland, TX",-3.078458789418941,-0.27129212241120243,147323,187744,1130.6813725868726,1127.4249498069498,10130,130.67211260955887,166.52460993713825,33260,"Midland, TX",Midland,TX,0.23858714,0.3602795,0.31079128,0.45006192,TX
