GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALUBE001,NAME_M,ALUBM001
"G00601","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00601",,,,,,,,"86000US00601",,,"ZCTA5 00601",17113,"ZCTA5 00601",283
"G00602","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00602",,,,,,,,"86000US00602",,,"ZCTA5 00602",37751,"ZCTA5 00602",149
"G00603","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00603",,,,,,,,"86000US00603",,,"ZCTA5 00603",47081,"ZCTA5 00603",828
"G00606","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00606",,,,,,,,"86000US00606",,,"ZCTA5 00606",6392,"ZCTA5 00606",365
"G00610","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00610",,,,,,,,"86000US00610",,,"ZCTA5 00610",26686,"ZCTA5 00610",205
"G00612","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00612",,,,,,,,"86000US00612",,,"ZCTA5 00612",59369,"ZCTA5 00612",1349
"G00616","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00616",,,,,,,,"86000US00616",,,"ZCTA5 00616",10022,"ZCTA5 00616",1075
"G00617","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00617",,,,,,,,"86000US00617",,,"ZCTA5 00617",23750,"ZCTA5 00617",326
"G00622","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00622",,,,,,,,"86000US00622",,,"ZCTA5 00622",6741,"ZCTA5 00622",1266
"G00623","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00623",,,,,,,,"86000US00623",,,"ZCTA5 00623",41746,"ZCTA5 00623",1266
"G00624","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00624",,,,,,,,"86000US00624",,,"ZCTA5 00624",21936,"ZCTA5 00624",407
"G00627","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00627",,,,,,,,"86000US00627",,,"ZCTA5 00627",31598,"ZCTA5 00627",0
"G00631","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00631",,,,,,,,"86000US00631",,,"ZCTA5 00631",1499,"ZCTA5 00631",306
"G00637","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00637",,,,,,,,"86000US00637",,,"ZCTA5 00637",22383,"ZCTA5 00637",198
"G00638","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00638",,,,,,,,"86000US00638",,,"ZCTA5 00638",16412,"ZCTA5 00638",310
"G00641","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00641",,,,,,,,"86000US00641",,,"ZCTA5 00641",26712,"ZCTA5 00641",468
"G00646","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00646",,,,,,,,"86000US00646",,,"ZCTA5 00646",37095,"ZCTA5 00646",200
"G00647","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00647",,,,,,,,"86000US00647",,,"ZCTA5 00647",5809,"ZCTA5 00647",639
"G00650","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00650",,,,,,,,"86000US00650",,,"ZCTA5 00650",14534,"ZCTA5 00650",602
"G00652","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00652",,,,,,,,"86000US00652",,,"ZCTA5 00652",3565,"ZCTA5 00652",596
"G00653","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00653",,,,,,,,"86000US00653",,,"ZCTA5 00653",10484,"ZCTA5 00653",639
"G00656","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00656",,,,,,,,"86000US00656",,,"ZCTA5 00656",18485,"ZCTA5 00656",45
"G00659","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00659",,,,,,,,"86000US00659",,,"ZCTA5 00659",39950,"ZCTA5 00659",0
"G00660","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00660",,,,,,,,"86000US00660",,,"ZCTA5 00660",15943,"ZCTA5 00660",0
"G00662","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00662",,,,,,,,"86000US00662",,,"ZCTA5 00662",39700,"ZCTA5 00662",568
"G00664","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00664",,,,,,,,"86000US00664",,,"ZCTA5 00664",14693,"ZCTA5 00664",168
"G00667","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00667",,,,,,,,"86000US00667",,,"ZCTA5 00667",23186,"ZCTA5 00667",144
"G00669","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00669",,,,,,,,"86000US00669",,,"ZCTA5 00669",24803,"ZCTA5 00669",272
"G00670","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00670",,,,,,,,"86000US00670",,,"ZCTA5 00670",8364,"ZCTA5 00670",122
"G00674","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00674",,,,,,,,"86000US00674",,,"ZCTA5 00674",38971,"ZCTA5 00674",286
"G00676","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00676",,,,,,,,"86000US00676",,,"ZCTA5 00676",36299,"ZCTA5 00676",131
"G00677","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00677",,,,,,,,"86000US00677",,,"ZCTA5 00677",14093,"ZCTA5 00677",62
"G00678","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00678",,,,,,,,"86000US00678",,,"ZCTA5 00678",25624,"ZCTA5 00678",589
"G00680","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00680",,,,,,,,"86000US00680",,,"ZCTA5 00680",45190,"ZCTA5 00680",1534
"G00682","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00682",,,,,,,,"86000US00682",,,"ZCTA5 00682",31735,"ZCTA5 00682",1412
"G00683","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00683",,,,,,,,"86000US00683",,,"ZCTA5 00683",29487,"ZCTA5 00683",527
"G00685","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00685",,,,,,,,"86000US00685",,,"ZCTA5 00685",37058,"ZCTA5 00685",398
"G00687","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00687",,,,,,,,"86000US00687",,,"ZCTA5 00687",30962,"ZCTA5 00687",0
"G00688","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00688",,,,,,,,"86000US00688",,,"ZCTA5 00688",12139,"ZCTA5 00688",872
"G00690","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00690",,,,,,,,"86000US00690",,,"ZCTA5 00690",5722,"ZCTA5 00690",828
"G00692","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00692",,,,,,,,"86000US00692",,,"ZCTA5 00692",35135,"ZCTA5 00692",639
"G00693","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00693",,,,,,,,"86000US00693",,,"ZCTA5 00693",53360,"ZCTA5 00693",628
"G00694","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00694",,,,,,,,"86000US00694",,,"ZCTA5 00694",64,"ZCTA5 00694",72
"G00698","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00698",,,,,,,,"86000US00698",,,"ZCTA5 00698",35317,"ZCTA5 00698",134
"G00703","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00703",,,,,,,,"86000US00703",,,"ZCTA5 00703",26097,"ZCTA5 00703",524
"G00704","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00704",,,,,,,,"86000US00704",,,"ZCTA5 00704",8108,"ZCTA5 00704",1164
"G00705","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00705",,,,,,,,"86000US00705",,,"ZCTA5 00705",22662,"ZCTA5 00705",281
"G00707","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00707",,,,,,,,"86000US00707",,,"ZCTA5 00707",10721,"ZCTA5 00707",87
"G00714","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00714",,,,,,,,"86000US00714",,,"ZCTA5 00714",17739,"ZCTA5 00714",107
"G00715","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00715",,,,,,,,"86000US00715",,,"ZCTA5 00715",2818,"ZCTA5 00715",596
"G00716","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00716",,,,,,,,"86000US00716",,,"ZCTA5 00716",27513,"ZCTA5 00716",1506
"G00717","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00717",,,,,,,,"86000US00717",,,"ZCTA5 00717",16086,"ZCTA5 00717",1068
"G00718","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00718",,,,,,,,"86000US00718",,,"ZCTA5 00718",25430,"ZCTA5 00718",634
"G00719","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00719",,,,,,,,"86000US00719",,,"ZCTA5 00719",28556,"ZCTA5 00719",268
"G00720","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00720",,,,,,,,"86000US00720",,,"ZCTA5 00720",20758,"ZCTA5 00720",166
"G00723","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00723",,,,,,,,"86000US00723",,,"ZCTA5 00723",16984,"ZCTA5 00723",87
"G00725","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00725",,,,,,,,"86000US00725",,,"ZCTA5 00725",80537,"ZCTA5 00725",2132
"G00727","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00727",,,,,,,,"86000US00727",,,"ZCTA5 00727",52743,"ZCTA5 00727",1988
"G00728","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00728",,,,,,,,"86000US00728",,,"ZCTA5 00728",39083,"ZCTA5 00728",1730
"G00729","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00729",,,,,,,,"86000US00729",,,"ZCTA5 00729",51015,"ZCTA5 00729",637
"G00730","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00730",,,,,,,,"86000US00730",,,"ZCTA5 00730",30175,"ZCTA5 00730",1406
"G00731","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00731",,,,,,,,"86000US00731",,,"ZCTA5 00731",12657,"ZCTA5 00731",1161
"G00735","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00735",,,,,,,,"86000US00735",,,"ZCTA5 00735",12159,"ZCTA5 00735",634
"G00736","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00736",,,,,,,,"86000US00736",,,"ZCTA5 00736",46085,"ZCTA5 00736",824
"G00738","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00738",,,,,,,,"86000US00738",,,"ZCTA5 00738",29196,"ZCTA5 00738",404
"G00739","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00739",,,,,,,,"86000US00739",,,"ZCTA5 00739",36734,"ZCTA5 00739",550
"G00740","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00740",,,,,,,,"86000US00740",,,"ZCTA5 00740",1915,"ZCTA5 00740",404
"G00741","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00741",,,,,,,,"86000US00741",,,"ZCTA5 00741",4074,"ZCTA5 00741",773
"G00745","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00745",,,,,,,,"86000US00745",,,"ZCTA5 00745",50435,"ZCTA5 00745",318
"G00751","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00751",,,,,,,,"86000US00751",,,"ZCTA5 00751",20677,"ZCTA5 00751",1110
"G00754","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00754",,,,,,,,"86000US00754",,,"ZCTA5 00754",36893,"ZCTA5 00754",244
"G00757","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00757",,,,,,,,"86000US00757",,,"ZCTA5 00757",21757,"ZCTA5 00757",0
"G00765","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00765",,,,,,,,"86000US00765",,,"ZCTA5 00765",8523,"ZCTA5 00765",99
"G00766","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00766",,,,,,,,"86000US00766",,,"ZCTA5 00766",22687,"ZCTA5 00766",160
"G00767","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00767",,,,,,,,"86000US00767",,,"ZCTA5 00767",33499,"ZCTA5 00767",0
"G00769","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00769",,,,,,,,"86000US00769",,,"ZCTA5 00769",38812,"ZCTA5 00769",60
"G00771","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00771",,,,,,,,"86000US00771",,,"ZCTA5 00771",36906,"ZCTA5 00771",328
"G00772","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00772",,,,,,,,"86000US00772",,,"ZCTA5 00772",19529,"ZCTA5 00772",547
"G00773","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00773",,,,,,,,"86000US00773",,,"ZCTA5 00773",18224,"ZCTA5 00773",0
"G00775","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00775",,,,,,,,"86000US00775",,,"ZCTA5 00775",1299,"ZCTA5 00775",237
"G00777","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00777",,,,,,,,"86000US00777",,,"ZCTA5 00777",39609,"ZCTA5 00777",489
"G00778","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00778",,,,,,,,"86000US00778",,,"ZCTA5 00778",46707,"ZCTA5 00778",378
"G00780","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00780",,,,,,,,"86000US00780",,,"ZCTA5 00780",11016,"ZCTA5 00780",1231
"G00782","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00782",,,,,,,,"86000US00782",,,"ZCTA5 00782",17670,"ZCTA5 00782",477
"G00783","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00783",,,,,,,,"86000US00783",,,"ZCTA5 00783",32769,"ZCTA5 00783",314
"G00784","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00784",,,,,,,,"86000US00784",,,"ZCTA5 00784",39823,"ZCTA5 00784",328
"G00786","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00786",,,,,,,,"86000US00786",,,"ZCTA5 00786",360,"ZCTA5 00786",279
"G00791","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00791",,,,,,,,"86000US00791",,,"ZCTA5 00791",48433,"ZCTA5 00791",773
"G00794","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00794",,,,,,,,"86000US00794",,,"ZCTA5 00794",28434,"ZCTA5 00794",66
"G00795","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00795",,,,,,,,"86000US00795",,,"ZCTA5 00795",43873,"ZCTA5 00795",512
"G00901","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00901",,,,,,,,"86000US00901",,,"ZCTA5 00901",6617,"ZCTA5 00901",792
"G00906","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00906",,,,,,,,"86000US00906",,,"ZCTA5 00906",191,"ZCTA5 00906",99
"G00907","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00907",,,,,,,,"86000US00907",,,"ZCTA5 00907",15151,"ZCTA5 00907",1008
"G00909","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00909",,,,,,,,"86000US00909",,,"ZCTA5 00909",4698,"ZCTA5 00909",619
"G00911","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00911",,,,,,,,"86000US00911",,,"ZCTA5 00911",7089,"ZCTA5 00911",799
"G00912","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00912",,,,,,,,"86000US00912",,,"ZCTA5 00912",5660,"ZCTA5 00912",696
"G00913","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00913",,,,,,,,"86000US00913",,,"ZCTA5 00913",7890,"ZCTA5 00913",770
"G00915","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00915",,,,,,,,"86000US00915",,,"ZCTA5 00915",24888,"ZCTA5 00915",1343
"G00917","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00917",,,,,,,,"86000US00917",,,"ZCTA5 00917",18196,"ZCTA5 00917",1472
"G00918","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00918",,,,,,,,"86000US00918",,,"ZCTA5 00918",15759,"ZCTA5 00918",1118
"G00920","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00920",,,,,,,,"86000US00920",,,"ZCTA5 00920",16281,"ZCTA5 00920",996
"G00921","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00921",,,,,,,,"86000US00921",,,"ZCTA5 00921",31801,"ZCTA5 00921",1646
"G00923","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00923",,,,,,,,"86000US00923",,,"ZCTA5 00923",23851,"ZCTA5 00923",1377
"G00924","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00924",,,,,,,,"86000US00924",,,"ZCTA5 00924",48141,"ZCTA5 00924",2160
"G00925","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00925",,,,,,,,"86000US00925",,,"ZCTA5 00925",6640,"ZCTA5 00925",939
"G00926","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00926",,,,,,,,"86000US00926",,,"ZCTA5 00926",93330,"ZCTA5 00926",2988
"G00927","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00927",,,,,,,,"86000US00927",,,"ZCTA5 00927",13626,"ZCTA5 00927",1090
"G00934","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00934",,,,,,,,"86000US00934",,,"ZCTA5 00934",109,"ZCTA5 00934",123
"G00936","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00936",,,,,,,,"86000US00936",,,"ZCTA5 00936",773,"ZCTA5 00936",545
"G00949","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00949",,,,,,,,"86000US00949",,,"ZCTA5 00949",72943,"ZCTA5 00949",935
"G00950","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00950",,,,,,,,"86000US00950",,,"ZCTA5 00950",0,"ZCTA5 00950",14
"G00951","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00951",,,,,,,,"86000US00951",,,"ZCTA5 00951",0,"ZCTA5 00951",14
"G00952","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00952",,,,,,,,"86000US00952",,,"ZCTA5 00952",7598,"ZCTA5 00952",907
"G00953","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00953",,,,,,,,"86000US00953",,,"ZCTA5 00953",71174,"ZCTA5 00953",804
"G00956","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00956",,,,,,,,"86000US00956",,,"ZCTA5 00956",63264,"ZCTA5 00956",2048
"G00957","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00957",,,,,,,,"86000US00957",,,"ZCTA5 00957",38198,"ZCTA5 00957",1798
"G00959","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00959",,,,,,,,"86000US00959",,,"ZCTA5 00959",46441,"ZCTA5 00959",2048
"G00960","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00960",,,,,,,,"86000US00960",,,"ZCTA5 00960",2205,"ZCTA5 00960",275
"G00961","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00961",,,,,,,,"86000US00961",,,"ZCTA5 00961",29743,"ZCTA5 00961",1392
"G00962","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00962",,,,,,,,"86000US00962",,,"ZCTA5 00962",19082,"ZCTA5 00962",590
"G00965","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00965",,,,,,,,"86000US00965",,,"ZCTA5 00965",6709,"ZCTA5 00965",754
"G00966","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00966",,,,,,,,"86000US00966",,,"ZCTA5 00966",15254,"ZCTA5 00966",1308
"G00968","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00968",,,,,,,,"86000US00968",,,"ZCTA5 00968",3448,"ZCTA5 00968",428
"G00969","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00969",,,,,,,,"86000US00969",,,"ZCTA5 00969",41941,"ZCTA5 00969",1859
"G00971","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00971",,,,,,,,"86000US00971",,,"ZCTA5 00971",25925,"ZCTA5 00971",1685
"G00976","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00976",,,,,,,,"86000US00976",,,"ZCTA5 00976",58640,"ZCTA5 00976",1317
"G00979","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00979",,,,,,,,"86000US00979",,,"ZCTA5 00979",16130,"ZCTA5 00979",1266
"G00982","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00982",,,,,,,,"86000US00982",,,"ZCTA5 00982",14346,"ZCTA5 00982",893
"G00983","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00983",,,,,,,,"86000US00983",,,"ZCTA5 00983",33947,"ZCTA5 00983",1735
"G00985","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00985",,,,,,,,"86000US00985",,,"ZCTA5 00985",31682,"ZCTA5 00985",1316
"G00987","2015-2019","PR",,,,,,,,,,,,,,,,,,,,,,,,,,,"00987",,,,,,,,"86000US00987",,,"ZCTA5 00987",54241,"ZCTA5 00987",2284
"G01001","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01001",,,,,,,,"86000US01001",,,"ZCTA5 01001",17312,"ZCTA5 01001",735
"G01002","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01002",,,,,,,,"86000US01002",,,"ZCTA5 01002",30014,"ZCTA5 01002",485
"G01003","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01003",,,,,,,,"86000US01003",,,"ZCTA5 01003",11357,"ZCTA5 01003",477
"G01005","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01005",,,,,,,,"86000US01005",,,"ZCTA5 01005",5128,"ZCTA5 01005",404
"G01007","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01007",,,,,,,,"86000US01007",,,"ZCTA5 01007",15005,"ZCTA5 01007",20
"G01008","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01008",,,,,,,,"86000US01008",,,"ZCTA5 01008",1140,"ZCTA5 01008",178
"G01009","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01009",,,,,,,,"86000US01009",,,"ZCTA5 01009",261,"ZCTA5 01009",198
"G01010","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01010",,,,,,,,"86000US01010",,,"ZCTA5 01010",3658,"ZCTA5 01010",17
"G01011","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01011",,,,,,,,"86000US01011",,,"ZCTA5 01011",1430,"ZCTA5 01011",170
"G01012","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01012",,,,,,,,"86000US01012",,,"ZCTA5 01012",585,"ZCTA5 01012",124
"G01013","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01013",,,,,,,,"86000US01013",,,"ZCTA5 01013",22733,"ZCTA5 01013",1045
"G01020","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01020",,,,,,,,"86000US01020",,,"ZCTA5 01020",30108,"ZCTA5 01020",1098
"G01022","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01022",,,,,,,,"86000US01022",,,"ZCTA5 01022",2586,"ZCTA5 01022",413
"G01026","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01026",,,,,,,,"86000US01026",,,"ZCTA5 01026",933,"ZCTA5 01026",116
"G01027","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01027",,,,,,,,"86000US01027",,,"ZCTA5 01027",17818,"ZCTA5 01027",99
"G01028","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01028",,,,,,,,"86000US01028",,,"ZCTA5 01028",16242,"ZCTA5 01028",38
"G01029","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01029",,,,,,,,"86000US01029",,,"ZCTA5 01029",538,"ZCTA5 01029",164
"G01030","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01030",,,,,,,,"86000US01030",,,"ZCTA5 01030",11384,"ZCTA5 01030",733
"G01031","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01031",,,,,,,,"86000US01031",,,"ZCTA5 01031",1135,"ZCTA5 01031",198
"G01032","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01032",,,,,,,,"86000US01032",,,"ZCTA5 01032",495,"ZCTA5 01032",114
"G01033","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01033",,,,,,,,"86000US01033",,,"ZCTA5 01033",6322,"ZCTA5 01033",16
"G01034","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01034",,,,,,,,"86000US01034",,,"ZCTA5 01034",2186,"ZCTA5 01034",205
"G01035","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01035",,,,,,,,"86000US01035",,,"ZCTA5 01035",5319,"ZCTA5 01035",27
"G01036","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01036",,,,,,,,"86000US01036",,,"ZCTA5 01036",5178,"ZCTA5 01036",39
"G01037","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01037",,,,,,,,"86000US01037",,,"ZCTA5 01037",747,"ZCTA5 01037",197
"G01038","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01038",,,,,,,,"86000US01038",,,"ZCTA5 01038",2734,"ZCTA5 01038",160
